title,pageid,url,category_path
hold over,36439,https://en.wiktionary.org/wiki/hold_over,Category:English phrasal verbs
hold to,8106460,https://en.wiktionary.org/wiki/hold_to,Category:English phrasal verbs
hold together,5091107,https://en.wiktionary.org/wiki/hold_together,Category:English phrasal verbs
hold up,25325,https://en.wiktionary.org/wiki/hold_up,Category:English phrasal verbs
hold up as,5085278,https://en.wiktionary.org/wiki/hold_up_as,Category:English phrasal verbs
hold up to,10701185,https://en.wiktionary.org/wiki/hold_up_to,Category:English phrasal verbs
hold with,10113590,https://en.wiktionary.org/wiki/hold_with,Category:English phrasal verbs
hole out,1471177,https://en.wiktionary.org/wiki/hole_out,Category:English phrasal verbs
hole up,36366,https://en.wiktionary.org/wiki/hole_up,Category:English phrasal verbs
holla at,5085092,https://en.wiktionary.org/wiki/holla_at,Category:English phrasal verbs
holla back,197709,https://en.wiktionary.org/wiki/holla_back,Category:English phrasal verbs
holler at,9345773,https://en.wiktionary.org/wiki/holler_at,Category:English phrasal verbs
holler back,10963935,https://en.wiktionary.org/wiki/holler_back,Category:English phrasal verbs
hollow out,1180314,https://en.wiktionary.org/wiki/hollow_out,Category:English phrasal verbs
home in,288064,https://en.wiktionary.org/wiki/home_in,Category:English phrasal verbs
hone in,5656323,https://en.wiktionary.org/wiki/hone_in,Category:English phrasal verbs
honey around,10318733,https://en.wiktionary.org/wiki/honey_around,Category:English phrasal verbs
honey up,10318724,https://en.wiktionary.org/wiki/honey_up,Category:English phrasal verbs
honk it on,10318752,https://en.wiktionary.org/wiki/honk_it_on,Category:English phrasal verbs
honk off,1508411,https://en.wiktionary.org/wiki/honk_off,Category:English phrasal verbs
hoof out,10319131,https://en.wiktionary.org/wiki/hoof_out,Category:English phrasal verbs
hook in,2708758,https://en.wiktionary.org/wiki/hook_in,Category:English phrasal verbs
hook it up,10254558,https://en.wiktionary.org/wiki/hook_it_up,Category:English phrasal verbs
hook off,9405995,https://en.wiktionary.org/wiki/hook_off,Category:English phrasal verbs
hook up,226727,https://en.wiktionary.org/wiki/hook_up,Category:English phrasal verbs
hook up on,10254562,https://en.wiktionary.org/wiki/hook_up_on,Category:English phrasal verbs
hoot down,10246894,https://en.wiktionary.org/wiki/hoot_down,Category:English phrasal verbs
hoot it up,10327935,https://en.wiktionary.org/wiki/hoot_it_up,Category:English phrasal verbs
hoover up,66268,https://en.wiktionary.org/wiki/hoover_up,Category:English phrasal verbs
hop about,7105972,https://en.wiktionary.org/wiki/hop_about,Category:English phrasal verbs
hop into,10238392,https://en.wiktionary.org/wiki/hop_into,Category:English phrasal verbs
hop off,1121178,https://en.wiktionary.org/wiki/hop_off,Category:English phrasal verbs
hop on,9252229,https://en.wiktionary.org/wiki/hop_on,Category:English phrasal verbs
hop on down to,8229587,https://en.wiktionary.org/wiki/hop_on_down_to,Category:English phrasal verbs
hop to it,3068534,https://en.wiktionary.org/wiki/hop_to_it,Category:English phrasal verbs
hop up,3178352,https://en.wiktionary.org/wiki/hop_up,Category:English phrasal verbs
horf down,10043076,https://en.wiktionary.org/wiki/horf_down,Category:English phrasal verbs
horf up,10043068,https://en.wiktionary.org/wiki/horf_up,Category:English phrasal verbs
horn in,5654036,https://en.wiktionary.org/wiki/horn_in,Category:English phrasal verbs
horn out,10327944,https://en.wiktionary.org/wiki/horn_out,Category:English phrasal verbs
horse about,9562651,https://en.wiktionary.org/wiki/horse_about,Category:English phrasal verbs
horse around,557188,https://en.wiktionary.org/wiki/horse_around,Category:English phrasal verbs
hose down,1820565,https://en.wiktionary.org/wiki/hose_down,Category:English phrasal verbs
hose off,10308526,https://en.wiktionary.org/wiki/hose_off,Category:English phrasal verbs
hot up,298816,https://en.wiktionary.org/wiki/hot_up,Category:English phrasal verbs
hound down,10246922,https://en.wiktionary.org/wiki/hound_down,Category:English phrasal verbs
howl down,9323860,https://en.wiktionary.org/wiki/howl_down,Category:English phrasal verbs
howl on,10327950,https://en.wiktionary.org/wiki/howl_on,Category:English phrasal verbs
howl out,3376577,https://en.wiktionary.org/wiki/howl_out,Category:English phrasal verbs
huff off,9625919,https://en.wiktionary.org/wiki/huff_off,Category:English phrasal verbs
hug it out,10919575,https://en.wiktionary.org/wiki/hug_it_out,Category:English phrasal verbs
hulk off,5004477,https://en.wiktionary.org/wiki/hulk_off,Category:English phrasal verbs
hulk out,5004475,https://en.wiktionary.org/wiki/hulk_out,Category:English phrasal verbs
hum along,10238166,https://en.wiktionary.org/wiki/hum_along,Category:English phrasal verbs
hunch over,5700549,https://en.wiktionary.org/wiki/hunch_over,Category:English phrasal verbs
hunker down,242346,https://en.wiktionary.org/wiki/hunker_down,Category:English phrasal verbs
hunt down,1064404,https://en.wiktionary.org/wiki/hunt_down,Category:English phrasal verbs
hunt out,6083962,https://en.wiktionary.org/wiki/hunt_out,Category:English phrasal verbs
hunt up,6974957,https://en.wiktionary.org/wiki/hunt_up,Category:English phrasal verbs
hurry up,272540,https://en.wiktionary.org/wiki/hurry_up,Category:English phrasal verbs
hurt for,10327959,https://en.wiktionary.org/wiki/hurt_for,Category:English phrasal verbs
husband up,10230668,https://en.wiktionary.org/wiki/husband_up,Category:English phrasal verbs
hush down,2551592,https://en.wiktionary.org/wiki/hush_down,Category:English phrasal verbs
hush up,226777,https://en.wiktionary.org/wiki/hush_up,Category:English phrasal verbs
hussy up,1046809,https://en.wiktionary.org/wiki/hussy_up,Category:English phrasal verbs
hustle up,10245594,https://en.wiktionary.org/wiki/hustle_up,Category:English phrasal verbs
hutch up,4980941,https://en.wiktionary.org/wiki/hutch_up,Category:English phrasal verbs
hype up,6325023,https://en.wiktionary.org/wiki/hype_up,Category:English phrasal verbs
ice down,10246923,https://en.wiktionary.org/wiki/ice_down,Category:English phrasal verbs
ice out,7359402,https://en.wiktionary.org/wiki/ice_out,Category:English phrasal verbs
ice over,1611601,https://en.wiktionary.org/wiki/ice_over,Category:English phrasal verbs
ice up,1611607,https://en.wiktionary.org/wiki/ice_up,Category:English phrasal verbs
imprint on,5021974,https://en.wiktionary.org/wiki/imprint_on,Category:English phrasal verbs
improve on,5087848,https://en.wiktionary.org/wiki/improve_on,Category:English phrasal verbs
improve upon,5087849,https://en.wiktionary.org/wiki/improve_upon,Category:English phrasal verbs
inch along,10978914,https://en.wiktionary.org/wiki/inch_along,Category:English phrasal verbs
inch away,10238403,https://en.wiktionary.org/wiki/inch_away,Category:English phrasal verbs
inch back,10990122,https://en.wiktionary.org/wiki/inch_back,Category:English phrasal verbs
inch up,10978929,https://en.wiktionary.org/wiki/inch_up,Category:English phrasal verbs
inform on,5088121,https://en.wiktionary.org/wiki/inform_on,Category:English phrasal verbs
ink in,7847894,https://en.wiktionary.org/wiki/ink_in,Category:English phrasal verbs
ink up,10238378,https://en.wiktionary.org/wiki/ink_up,Category:English phrasal verbs
inquire after,189144,https://en.wiktionary.org/wiki/inquire_after,Category:English phrasal verbs
inquire of,1378462,https://en.wiktionary.org/wiki/inquire_of,Category:English phrasal verbs
instance in,1665997,https://en.wiktionary.org/wiki/instance_in,Category:English phrasal verbs
interact with,10562204,https://en.wiktionary.org/wiki/interact_with,Category:English phrasal verbs
interpret away,6098104,https://en.wiktionary.org/wiki/interpret_away,Category:English phrasal verbs
invalid out,7608426,https://en.wiktionary.org/wiki/invalid_out,Category:English phrasal verbs
iris in,7050523,https://en.wiktionary.org/wiki/iris_in,Category:English phrasal verbs
iris out,7050522,https://en.wiktionary.org/wiki/iris_out,Category:English phrasal verbs
Irish up,9348869,https://en.wiktionary.org/wiki/Irish_up,Category:English phrasal verbs
iron out,64718,https://en.wiktionary.org/wiki/iron_out,Category:English phrasal verbs
jack around,1833909,https://en.wiktionary.org/wiki/jack_around,Category:English phrasal verbs
jack in,678819,https://en.wiktionary.org/wiki/jack_in,Category:English phrasal verbs
jack into,10327993,https://en.wiktionary.org/wiki/jack_into,Category:English phrasal verbs
jack off,236133,https://en.wiktionary.org/wiki/jack_off,Category:English phrasal verbs
jack up,678781,https://en.wiktionary.org/wiki/jack_up,Category:English phrasal verbs
jacket up,10247273,https://en.wiktionary.org/wiki/jacket_up,Category:English phrasal verbs
jag off,10328018,https://en.wiktionary.org/wiki/jag_off,Category:English phrasal verbs
jam out,9180143,https://en.wiktionary.org/wiki/jam_out,Category:English phrasal verbs
jam up,10207769,https://en.wiktionary.org/wiki/jam_up,Category:English phrasal verbs
JAQ off,8681299,https://en.wiktionary.org/wiki/JAQ_off,Category:English phrasal verbs
jaw away,3150624,https://en.wiktionary.org/wiki/jaw_away,Category:English phrasal verbs
jaw down,10246899,https://en.wiktionary.org/wiki/jaw_down,Category:English phrasal verbs
jazz around,10328020,https://en.wiktionary.org/wiki/jazz_around,Category:English phrasal verbs
jazz up,703981,https://en.wiktionary.org/wiki/jazz_up,Category:English phrasal verbs
jell out,10328688,https://en.wiktionary.org/wiki/jell_out,Category:English phrasal verbs
jerk around,2104599,https://en.wiktionary.org/wiki/jerk_around,Category:English phrasal verbs
jerk off,63361,https://en.wiktionary.org/wiki/jerk_off,Category:English phrasal verbs
jerk over,10328690,https://en.wiktionary.org/wiki/jerk_over,Category:English phrasal verbs
jerk up,10237677,https://en.wiktionary.org/wiki/jerk_up,Category:English phrasal verbs
jerky up,10237674,https://en.wiktionary.org/wiki/jerky_up,Category:English phrasal verbs
jerry to,10328693,https://en.wiktionary.org/wiki/jerry_to,Category:English phrasal verbs
jet off,3569113,https://en.wiktionary.org/wiki/jet_off,Category:English phrasal verbs
Jew down,546100,https://en.wiktionary.org/wiki/Jew_down,Category:English phrasal verbs
jew down,547349,https://en.wiktionary.org/wiki/jew_down,Category:English phrasal verbs
jew out,10328711,https://en.wiktionary.org/wiki/jew_out,Category:English phrasal verbs
jew up,10328703,https://en.wiktionary.org/wiki/jew_up,Category:English phrasal verbs
Jew up,10328704,https://en.wiktionary.org/wiki/Jew_up,Category:English phrasal verbs
jib out,10330516,https://en.wiktionary.org/wiki/jib_out,Category:English phrasal verbs
jig up,9011988,https://en.wiktionary.org/wiki/jig_up,Category:English phrasal verbs
jill off,331357,https://en.wiktionary.org/wiki/jill_off,Category:English phrasal verbs
jim up,10306803,https://en.wiktionary.org/wiki/jim_up,Category:English phrasal verbs
jimmy up,10306819,https://en.wiktionary.org/wiki/jimmy_up,Category:English phrasal verbs
jive around,10330866,https://en.wiktionary.org/wiki/jive_around,Category:English phrasal verbs
jizz up,10330870,https://en.wiktionary.org/wiki/jizz_up,Category:English phrasal verbs
jock off,8511359,https://en.wiktionary.org/wiki/jock_off,Category:English phrasal verbs
jog on,2600484,https://en.wiktionary.org/wiki/jog_on,Category:English phrasal verbs
join in,79058,https://en.wiktionary.org/wiki/join_in,Category:English phrasal verbs
join out,10330915,https://en.wiktionary.org/wiki/join_out,Category:English phrasal verbs
join up,1116221,https://en.wiktionary.org/wiki/join_up,Category:English phrasal verbs
joke around,3585140,https://en.wiktionary.org/wiki/joke_around,Category:English phrasal verbs
joke it up,10330950,https://en.wiktionary.org/wiki/joke_it_up,Category:English phrasal verbs
joke up,10330949,https://en.wiktionary.org/wiki/joke_up,Category:English phrasal verbs
jolly along,2936733,https://en.wiktionary.org/wiki/jolly_along,Category:English phrasal verbs
jot down,1949133,https://en.wiktionary.org/wiki/jot_down,Category:English phrasal verbs
juice up,1994979,https://en.wiktionary.org/wiki/juice_up,Category:English phrasal verbs
jumble together,5091093,https://en.wiktionary.org/wiki/jumble_together,Category:English phrasal verbs
jumble up,8712258,https://en.wiktionary.org/wiki/jumble_up,Category:English phrasal verbs
jump about,848668,https://en.wiktionary.org/wiki/jump_about,Category:English phrasal verbs
jump around,848671,https://en.wiktionary.org/wiki/jump_around,Category:English phrasal verbs
jump at,848707,https://en.wiktionary.org/wiki/jump_at,Category:English phrasal verbs
jump down,848709,https://en.wiktionary.org/wiki/jump_down,Category:English phrasal verbs
jump in,848710,https://en.wiktionary.org/wiki/jump_in,Category:English phrasal verbs
jump off,848716,https://en.wiktionary.org/wiki/jump_off,Category:English phrasal verbs
jump on,853453,https://en.wiktionary.org/wiki/jump_on,Category:English phrasal verbs
jump onto,10253515,https://en.wiktionary.org/wiki/jump_onto,Category:English phrasal verbs
jump out,6083969,https://en.wiktionary.org/wiki/jump_out,Category:English phrasal verbs
jump to,10230757,https://en.wiktionary.org/wiki/jump_to,Category:English phrasal verbs
jump to it,9568692,https://en.wiktionary.org/wiki/jump_to_it,Category:English phrasal verbs
jump up,1120983,https://en.wiktionary.org/wiki/jump_up,Category:English phrasal verbs
jump up behind,9109345,https://en.wiktionary.org/wiki/jump_up_behind,Category:English phrasal verbs
jump upon,10331068,https://en.wiktionary.org/wiki/jump_upon,Category:English phrasal verbs
jut out,5085625,https://en.wiktionary.org/wiki/jut_out,Category:English phrasal verbs
kak on,10284098,https://en.wiktionary.org/wiki/kak_on,Category:English phrasal verbs
keel over,84782,https://en.wiktionary.org/wiki/keel_over,Category:English phrasal verbs
keep across,4810842,https://en.wiktionary.org/wiki/keep_across,Category:English phrasal verbs
keep ahead,6821059,https://en.wiktionary.org/wiki/keep_ahead,Category:English phrasal verbs
keep around,215791,https://en.wiktionary.org/wiki/keep_around,Category:English phrasal verbs
keep at,291012,https://en.wiktionary.org/wiki/keep_at,Category:English phrasal verbs
keep away,291028,https://en.wiktionary.org/wiki/keep_away,Category:English phrasal verbs
keep away from,1089424,https://en.wiktionary.org/wiki/keep_away_from,Category:English phrasal verbs
keep back,3854286,https://en.wiktionary.org/wiki/keep_back,Category:English phrasal verbs
keep down,291033,https://en.wiktionary.org/wiki/keep_down,Category:English phrasal verbs
keep from,291037,https://en.wiktionary.org/wiki/keep_from,Category:English phrasal verbs
keep in,4080088,https://en.wiktionary.org/wiki/keep_in,Category:English phrasal verbs
keep in with,4080092,https://en.wiktionary.org/wiki/keep_in_with,Category:English phrasal verbs
keep it together,5088817,https://en.wiktionary.org/wiki/keep_it_together,Category:English phrasal verbs
keep it up,1024992,https://en.wiktionary.org/wiki/keep_it_up,Category:English phrasal verbs
keep off,291044,https://en.wiktionary.org/wiki/keep_off,Category:English phrasal verbs
keep on,84846,https://en.wiktionary.org/wiki/keep_on,Category:English phrasal verbs
keep on about,10664822,https://en.wiktionary.org/wiki/keep_on_about,Category:English phrasal verbs
keep oneself to oneself,1024982,https://en.wiktionary.org/wiki/keep_oneself_to_oneself,Category:English phrasal verbs
keep out,221744,https://en.wiktionary.org/wiki/keep_out,Category:English phrasal verbs
keep out of,803671,https://en.wiktionary.org/wiki/keep_out_of,Category:English phrasal verbs
keep to,4432006,https://en.wiktionary.org/wiki/keep_to,Category:English phrasal verbs
keep to oneself,2878657,https://en.wiktionary.org/wiki/keep_to_oneself,Category:English phrasal verbs
keep together,5088696,https://en.wiktionary.org/wiki/keep_together,Category:English phrasal verbs
keep under,4435153,https://en.wiktionary.org/wiki/keep_under,Category:English phrasal verbs
keep up,62162,https://en.wiktionary.org/wiki/keep_up,Category:English phrasal verbs
keep up with,62245,https://en.wiktionary.org/wiki/keep_up_with,Category:English phrasal verbs
key down,5091469,https://en.wiktionary.org/wiki/key_down,Category:English phrasal verbs
key in,215802,https://en.wiktionary.org/wiki/key_in,Category:English phrasal verbs
key in on,10616610,https://en.wiktionary.org/wiki/key_in_on,Category:English phrasal verbs
key into,222243,https://en.wiktionary.org/wiki/key_into,Category:English phrasal verbs
key off,42749,https://en.wiktionary.org/wiki/key_off,Category:English phrasal verbs
key on,10238381,https://en.wiktionary.org/wiki/key_on,Category:English phrasal verbs
key out,10114458,https://en.wiktionary.org/wiki/key_out,Category:English phrasal verbs
key up,4413558,https://en.wiktionary.org/wiki/key_up,Category:English phrasal verbs
kick about,10238098,https://en.wiktionary.org/wiki/kick_about,Category:English phrasal verbs
kick against,10238140,https://en.wiktionary.org/wiki/kick_against,Category:English phrasal verbs
kick around,25290,https://en.wiktionary.org/wiki/kick_around,Category:English phrasal verbs
kick back,94023,https://en.wiktionary.org/wiki/kick_back,Category:English phrasal verbs
kick down,792695,https://en.wiktionary.org/wiki/kick_down,Category:English phrasal verbs
kick in,25303,https://en.wiktionary.org/wiki/kick_in,Category:English phrasal verbs
kick off,25297,https://en.wiktionary.org/wiki/kick_off,Category:English phrasal verbs
kick on,10395394,https://en.wiktionary.org/wiki/kick_on,Category:English phrasal verbs
kick out,23994,https://en.wiktionary.org/wiki/kick_out,Category:English phrasal verbs
kick over,10238332,https://en.wiktionary.org/wiki/kick_over,Category:English phrasal verbs
kick to,10395393,https://en.wiktionary.org/wiki/kick_to,Category:English phrasal verbs
kick up,1047064,https://en.wiktionary.org/wiki/kick_up,Category:English phrasal verbs
kick with,9398734,https://en.wiktionary.org/wiki/kick_with,Category:English phrasal verbs
kid around,215809,https://en.wiktionary.org/wiki/kid_around,Category:English phrasal verbs
kid on,7378245,https://en.wiktionary.org/wiki/kid_on,Category:English phrasal verbs
kill off,84988,https://en.wiktionary.org/wiki/kill_off,Category:English phrasal verbs
kink on,9550053,https://en.wiktionary.org/wiki/kink_on,Category:English phrasal verbs
kink out,5090636,https://en.wiktionary.org/wiki/kink_out,Category:English phrasal verbs
kip down,5091470,https://en.wiktionary.org/wiki/kip_down,Category:English phrasal verbs
kip in,10401177,https://en.wiktionary.org/wiki/kip_in,Category:English phrasal verbs
kip out,10401173,https://en.wiktionary.org/wiki/kip_out,Category:English phrasal verbs
kip up,10401178,https://en.wiktionary.org/wiki/kip_up,Category:English phrasal verbs
kirk out,10176481,https://en.wiktionary.org/wiki/kirk_out,Category:English phrasal verbs
kiss off,3178315,https://en.wiktionary.org/wiki/kiss_off,Category:English phrasal verbs
kiss out,10401180,https://en.wiktionary.org/wiki/kiss_out,Category:English phrasal verbs
kiss up,840825,https://en.wiktionary.org/wiki/kiss_up,Category:English phrasal verbs
kiss up to,840827,https://en.wiktionary.org/wiki/kiss_up_to,Category:English phrasal verbs
kit out,47364,https://en.wiktionary.org/wiki/kit_out,Category:English phrasal verbs
kite around,10401185,https://en.wiktionary.org/wiki/kite_around,Category:English phrasal verbs
kludge out,7144601,https://en.wiktionary.org/wiki/kludge_out,Category:English phrasal verbs
klunk out,10402280,https://en.wiktionary.org/wiki/klunk_out,Category:English phrasal verbs
kneel before,215820,https://en.wiktionary.org/wiki/kneel_before,Category:English phrasal verbs
kneel down,215819,https://en.wiktionary.org/wiki/kneel_down,Category:English phrasal verbs
knick off,4579503,https://en.wiktionary.org/wiki/knick_off,Category:English phrasal verbs
knife up,10402285,https://en.wiktionary.org/wiki/knife_up,Category:English phrasal verbs
knit together,5091094,https://en.wiktionary.org/wiki/knit_together,Category:English phrasal verbs
knit up,9431153,https://en.wiktionary.org/wiki/knit_up,Category:English phrasal verbs
knive up,11082647,https://en.wiktionary.org/wiki/knive_up,Category:English phrasal verbs
knock about,38543,https://en.wiktionary.org/wiki/knock_about,Category:English phrasal verbs
knock around,1151443,https://en.wiktionary.org/wiki/knock_around,Category:English phrasal verbs
knock back,634808,https://en.wiktionary.org/wiki/knock_back,Category:English phrasal verbs
knock down,85051,https://en.wiktionary.org/wiki/knock_down,Category:English phrasal verbs
knock in,7257316,https://en.wiktionary.org/wiki/knock_in,Category:English phrasal verbs
knock into,10405181,https://en.wiktionary.org/wiki/knock_into,Category:English phrasal verbs
knock it off,36731,https://en.wiktionary.org/wiki/knock_it_off,Category:English phrasal verbs
knock off,36728,https://en.wiktionary.org/wiki/knock_off,Category:English phrasal verbs
knock on,3163051,https://en.wiktionary.org/wiki/knock_on,Category:English phrasal verbs
knock one out,5016914,https://en.wiktionary.org/wiki/knock_one_out,Category:English phrasal verbs
knock oneself out,221745,https://en.wiktionary.org/wiki/knock_oneself_out,Category:English phrasal verbs
knock out,36730,https://en.wiktionary.org/wiki/knock_out,Category:English phrasal verbs
knock over,36736,https://en.wiktionary.org/wiki/knock_over,Category:English phrasal verbs
knock round,10402287,https://en.wiktionary.org/wiki/knock_round,Category:English phrasal verbs
knock together,179592,https://en.wiktionary.org/wiki/knock_together,Category:English phrasal verbs
knock under,4351097,https://en.wiktionary.org/wiki/knock_under,Category:English phrasal verbs
knock up,85681,https://en.wiktionary.org/wiki/knock_up,Category:English phrasal verbs
knot off,10402424,https://en.wiktionary.org/wiki/knot_off,Category:English phrasal verbs
know about,10235598,https://en.wiktionary.org/wiki/know_about,Category:English phrasal verbs
know of,5088617,https://en.wiktionary.org/wiki/know_of,Category:English phrasal verbs
knuckle down,242349,https://en.wiktionary.org/wiki/knuckle_down,Category:English phrasal verbs
knuckle to,7902258,https://en.wiktionary.org/wiki/knuckle_to,Category:English phrasal verbs
knuckle under,1159873,https://en.wiktionary.org/wiki/knuckle_under,Category:English phrasal verbs
knuckle up,7900809,https://en.wiktionary.org/wiki/knuckle_up,Category:English phrasal verbs
konk out,3602926,https://en.wiktionary.org/wiki/konk_out,Category:English phrasal verbs
lace into,3068279,https://en.wiktionary.org/wiki/lace_into,Category:English phrasal verbs
lace up,2756011,https://en.wiktionary.org/wiki/lace_up,Category:English phrasal verbs
lag behind,6821222,https://en.wiktionary.org/wiki/lag_behind,Category:English phrasal verbs
lag off,10402448,https://en.wiktionary.org/wiki/lag_off,Category:English phrasal verbs
lair it up,10405180,https://en.wiktionary.org/wiki/lair_it_up,Category:English phrasal verbs
lair up,10405179,https://en.wiktionary.org/wiki/lair_up,Category:English phrasal verbs
lam into,5719418,https://en.wiktionary.org/wiki/lam_into,Category:English phrasal verbs
lam off,10230470,https://en.wiktionary.org/wiki/lam_off,Category:English phrasal verbs
lam out,5719780,https://en.wiktionary.org/wiki/lam_out,Category:English phrasal verbs
lamb down,10413526,https://en.wiktionary.org/wiki/lamb_down,Category:English phrasal verbs
lamp along,10493133,https://en.wiktionary.org/wiki/lamp_along,Category:English phrasal verbs
land down,10614893,https://en.wiktionary.org/wiki/land_down,Category:English phrasal verbs
land on,10220223,https://en.wiktionary.org/wiki/land_on,Category:English phrasal verbs
land up,4568481,https://en.wiktionary.org/wiki/land_up,Category:English phrasal verbs
land upon,10226224,https://en.wiktionary.org/wiki/land_upon,Category:English phrasal verbs
land with,10238052,https://en.wiktionary.org/wiki/land_with,Category:English phrasal verbs
lap up,276584,https://en.wiktionary.org/wiki/lap_up,Category:English phrasal verbs
lard down,10252990,https://en.wiktionary.org/wiki/lard_down,Category:English phrasal verbs
lard up,10252985,https://en.wiktionary.org/wiki/lard_up,Category:English phrasal verbs
large it up,8869522,https://en.wiktionary.org/wiki/large_it_up,Category:English phrasal verbs
lark about,10238107,https://en.wiktionary.org/wiki/lark_about,Category:English phrasal verbs
lark around,10238106,https://en.wiktionary.org/wiki/lark_around,Category:English phrasal verbs
laser in on,10283545,https://en.wiktionary.org/wiki/laser_in_on,Category:English phrasal verbs
lash back,8933655,https://en.wiktionary.org/wiki/lash_back,Category:English phrasal verbs
lash down,2551568,https://en.wiktionary.org/wiki/lash_down,Category:English phrasal verbs
lash off,10306762,https://en.wiktionary.org/wiki/lash_off,Category:English phrasal verbs
lash out,627272,https://en.wiktionary.org/wiki/lash_out,Category:English phrasal verbs
lash together,5091095,https://en.wiktionary.org/wiki/lash_together,Category:English phrasal verbs
lash up,1784142,https://en.wiktionary.org/wiki/lash_up,Category:English phrasal verbs
lasso up,9346592,https://en.wiktionary.org/wiki/lasso_up,Category:English phrasal verbs
last out,4115344,https://en.wiktionary.org/wiki/last_out,Category:English phrasal verbs
latch on,1204764,https://en.wiktionary.org/wiki/latch_on,Category:English phrasal verbs
latch onto,185299,https://en.wiktionary.org/wiki/latch_onto,Category:English phrasal verbs
lather up,2545588,https://en.wiktionary.org/wiki/lather_up,Category:English phrasal verbs
laugh at,6822112,https://en.wiktionary.org/wiki/laugh_at,Category:English phrasal verbs
laugh away,6823397,https://en.wiktionary.org/wiki/laugh_away,Category:English phrasal verbs
laugh down,2775435,https://en.wiktionary.org/wiki/laugh_down,Category:English phrasal verbs
laugh off,772224,https://en.wiktionary.org/wiki/laugh_off,Category:English phrasal verbs
laugh with,6822113,https://en.wiktionary.org/wiki/laugh_with,Category:English phrasal verbs
launch forth,10916835,https://en.wiktionary.org/wiki/launch_forth,Category:English phrasal verbs
launch into,9513251,https://en.wiktionary.org/wiki/launch_into,Category:English phrasal verbs
lawyer up,1155183,https://en.wiktionary.org/wiki/lawyer_up,Category:English phrasal verbs
lax up,10699208,https://en.wiktionary.org/wiki/lax_up,Category:English phrasal verbs
lay about,1165749,https://en.wiktionary.org/wiki/lay_about,Category:English phrasal verbs
lay aside,5090433,https://en.wiktionary.org/wiki/lay_aside,Category:English phrasal verbs
lay away,6818295,https://en.wiktionary.org/wiki/lay_away,Category:English phrasal verbs
lay back,4505090,https://en.wiktionary.org/wiki/lay_back,Category:English phrasal verbs
lay behind,6821212,https://en.wiktionary.org/wiki/lay_behind,Category:English phrasal verbs
lay by,844640,https://en.wiktionary.org/wiki/lay_by,Category:English phrasal verbs
lay down,98382,https://en.wiktionary.org/wiki/lay_down,Category:English phrasal verbs
lay down on,10707318,https://en.wiktionary.org/wiki/lay_down_on,Category:English phrasal verbs
lay for,6818303,https://en.wiktionary.org/wiki/lay_for,Category:English phrasal verbs
lay in,3477081,https://en.wiktionary.org/wiki/lay_in,Category:English phrasal verbs
lay into,1165750,https://en.wiktionary.org/wiki/lay_into,Category:English phrasal verbs
lay it on,10707319,https://en.wiktionary.org/wiki/lay_it_on,Category:English phrasal verbs
lay off,181342,https://en.wiktionary.org/wiki/lay_off,Category:English phrasal verbs
lay on,3152545,https://en.wiktionary.org/wiki/lay_on,Category:English phrasal verbs
lay one down,7273310,https://en.wiktionary.org/wiki/lay_one_down,Category:English phrasal verbs
lay out,478964,https://en.wiktionary.org/wiki/lay_out,Category:English phrasal verbs
lay over,2602709,https://en.wiktionary.org/wiki/lay_over,Category:English phrasal verbs
lay to,5712172,https://en.wiktionary.org/wiki/lay_to,Category:English phrasal verbs
lay up,1165746,https://en.wiktionary.org/wiki/lay_up,Category:English phrasal verbs
lay up with,10506474,https://en.wiktionary.org/wiki/lay_up_with,Category:English phrasal verbs
layer up,8942195,https://en.wiktionary.org/wiki/layer_up,Category:English phrasal verbs
laze about,3152534,https://en.wiktionary.org/wiki/laze_about,Category:English phrasal verbs
laze around,3152532,https://en.wiktionary.org/wiki/laze_around,Category:English phrasal verbs
lead in,5179055,https://en.wiktionary.org/wiki/lead_in,Category:English phrasal verbs
lead off,1491602,https://en.wiktionary.org/wiki/lead_off,Category:English phrasal verbs
lead on,3152544,https://en.wiktionary.org/wiki/lead_on,Category:English phrasal verbs
lead out,250121,https://en.wiktionary.org/wiki/lead_out,Category:English phrasal verbs
lead through,8069630,https://en.wiktionary.org/wiki/lead_through,Category:English phrasal verbs
lead to,10987455,https://en.wiktionary.org/wiki/lead_to,Category:English phrasal verbs
lead up to,5701995,https://en.wiktionary.org/wiki/lead_up_to,Category:English phrasal verbs
leaf out,4566701,https://en.wiktionary.org/wiki/leaf_out,Category:English phrasal verbs
leaf through,574445,https://en.wiktionary.org/wiki/leaf_through,Category:English phrasal verbs
leak out,3152553,https://en.wiktionary.org/wiki/leak_out,Category:English phrasal verbs
lean in,5085294,https://en.wiktionary.org/wiki/lean_in,Category:English phrasal verbs
lean into,5085660,https://en.wiktionary.org/wiki/lean_into,Category:English phrasal verbs
lean on,1412293,https://en.wiktionary.org/wiki/lean_on,Category:English phrasal verbs
lean towards,1110917,https://en.wiktionary.org/wiki/lean_towards,Category:English phrasal verbs
leap ahead,10238188,https://en.wiktionary.org/wiki/leap_ahead,Category:English phrasal verbs
leap at,7916827,https://en.wiktionary.org/wiki/leap_at,Category:English phrasal verbs
leap out,10437955,https://en.wiktionary.org/wiki/leap_out,Category:English phrasal verbs
leap up,11069796,https://en.wiktionary.org/wiki/leap_up,Category:English phrasal verbs
